X_1,X_2
17.218861876385983,-17.215957839111322
20.8389991453634,20.83659965974431
11.968430432130749,11.964252045520995
80.8047952588901,80.80417648136232
83.84866222967521,83.84806591511914
67.62954348177315,-67.6288041558702
70.81912732340852,-70.81842129593929
69.8469595587986,69.84624370435712
79.57042155906419,79.56979318238288
82.93534571756079,82.9347428361078
47.686477192107105,-47.68542866529933
70.71993015088442,-70.71922313307728
74.9460070538961,74.94533990397696
55.10082236332694,-55.09991492838178
6.337149393391838,-6.329254492763465
95.06320750198203,-95.06268153468477
86.75043713234074,86.74986076445427
2.8416002937974163,2.8239497569378886
83.81315687100927,-83.81256030383757
36.422432217717784,36.421059411475746
18.444663905507127,-18.44195289515504
41.49063651112258,41.4894314024439
71.89233965208699,71.89164416433275
91.82868422626277,91.8281397324735
57.84617970544056,-57.845315337666904
34.636694090554165,34.63525050469001
60.011292790120365,60.01045960781799
78.74614932627634,-78.745514372034
50.839270345701465,-50.83828684449664
30.287218738764807,-30.285567832381574
61.13881173705963,61.137993920471594
94.82280677439684,94.82227947362688
4.358365064182118,4.346877733808854
18.117091964507626,-18.114331929453726
35.51914685363317,35.517739134268645
69.7904802057207,-69.78976377195363
47.01254001416223,47.01147645610809
60.692023259711895,-60.691199422629715
88.33280010226143,88.33223405929502
37.125061170603864,-37.12371434704614
16.610612444495942,16.607602047894915
38.241738723599795,38.240431229316336
74.87764369215773,-74.87697593312465
19.530865416486808,19.528305198273614
54.68380523279747,54.68289087766418
60.605520492576815,-60.60469547960908
72.46427570226166,-72.46358570380981
47.48328862710825,47.48223561338774
27.92000665751792,-27.91821576956244
85.0510389656809,85.05045108135387
41.96265634278756,-41.96146479024403
34.9544605290807,-34.95303006720677
69.32494659843381,69.32422535359267
31.421751579703844,-31.420160285024338
14.652224274445127,14.648811425799673
24.01582854095821,-24.01374649047297
19.52089119105966,-19.518329664527922
9.253837598583406,9.248432856487412
38.383852642664976,38.382549989465524
26.441445801529685,26.43955476318071
75.66102963471367,75.66036878964455
91.80281032588191,91.80226567863043
83.42149603391522,83.42089666586264
13.846388331126027,13.842776810175874
40.42379221763666,40.42255530337812
99.57595873653679,99.57545660603556
10.37574047777732,-10.370920425024325
53.623117405109085,-53.62218496333503
46.45725680092886,-46.45618053033903
95.43044512390331,-95.42992118065656
16.29690418110129,16.293835824875508
43.82874416390764,43.827603345212346
85.34357901067696,-85.34299314150904
2.1704237326144185,2.147263183472372
41.40068339324657,-41.39947566609802
43.385460540704834,43.38430806557891
44.02435559067212,44.02321984105597
58.41838263578395,58.41752673454143
37.793101431164104,37.79177841523547
75.89994207583167,75.89928331094177
82.484332032821,-82.48372585486581
15.242337073705508,-15.239056383794155
51.9797811214793,-51.978819200102045
0.575729348332511,-0.4811073503194248
57.73989387657911,57.73902791767989
52.41829213601987,-52.417338261849224
22.708545487624484,22.706343566578713
48.96288985806798,48.96186866586381
59.47134116626053,59.470500419230994
13.026791685144804,-13.022952875909436
84.2988609881331,84.29826785822226
10.587460565218343,10.582736943723658
17.709336764940094,17.706513170414407
82.72351675169435,-82.72291232643985
58.89774709666385,58.896898161639854
16.499215081923126,-16.49618435637646
75.52721899522706,75.52655697933665
5.755912464696957,-5.747219179851574
90.84874617370208,-90.84819580670687
90.5669724942284,-90.56642041491051
52.16088410641214,-52.159925524894675
18.06211396394559,-18.059345526528872
56.264850241440456,56.26396158014225
89.12703318194015,89.12647218315477
64.68773706868275,-64.6869641200376
33.8427611285682,-33.841283675495035
68.77952336975665,68.77879640536682
84.40524646405062,84.40465408173372
32.57102485877729,32.56948971585352
43.54323228331389,-43.54208398410243
44.68402295625593,-44.682903974061574
86.54558777753441,86.54501004540302
42.005455091171825,42.00426475271829
69.02271594960368,-69.02199154660545
81.45325230301498,-81.45263845167091
29.57222403556915,-29.57053321145721
96.82078554189638,96.82026912248226
2.1854920288510082,-2.1624928689295815
83.321166954362,83.3205668645903
71.43181956846013,-71.43111959686088
67.42652154848365,-67.42577999643852
78.76679571329517,-78.76616092548862
27.69392667192106,-27.69212116306262
73.80367119695805,73.80299372077458
83.86851607754559,-83.8679199041536
91.96995137773813,-91.96940772030399
97.4211136674915,-97.42060043037249
7.966871171867576,-7.9605927084064945
32.44751027357064,-32.44596928669989
44.52308691120381,44.52196388416181
14.482534665270938,-14.479081819327304
62.73245900343978,-62.73166196282587
81.20286305740088,81.20224731323019
26.579445784529643,26.57756456511301
61.299703662374064,61.29888799231905
55.48829555341271,-55.48739445516324
15.93336760966566,15.930229232021205
50.87402997587783,-50.87304714666221
13.829322989163757,13.825707010443015
30.542914431118554,30.54127734634932
88.89637586294502,88.89581340854019
88.06331576489195,-88.06274798975483
98.98309734136429,-98.9825922033263
43.58316096464672,43.58201371747646
66.6340724994075,66.63332212831875
5.2244346935606565,-5.214855498216632
8.286065261204506,-8.28002883527226
35.75260241330484,35.75120388635678
71.96870902952863,-71.96801427979624
75.26018344859006,-75.25951908373736
73.29683317032426,-73.29615100943805
36.433059892023614,36.431687486249935
2.4679406850947787,-2.4475970307928727
31.449632681056322,-31.44804279718161
78.1953083337977,78.19466890663129
50.708112829613846,-50.707126784514706
16.565512077691892,-16.562493483656258
57.961251945880925,57.960389294188545
93.68542753801641,-93.68489383556414
12.365355909432068,-12.361311692815068
16.36565808338908,16.36260262007234
82.32140333385017,-82.32079595615215
82.40048617688673,82.3998793821162
82.23176680412533,82.2311587643519
72.47143653353535,72.4707466032622
16.01370723269136,-16.010584603141496
94.73607975891417,94.73555197541916
44.30827768014309,44.30714920845921
